attractive_score,uid
0.719901978969574,591598
0.07432430237531662,608285
0.056603800505399704,466564
0.8869569897651672,710338
0.15094299614429474,622129
0.0414200983941555,266770
0.5779820084571838,580522
0.642857015132904,139631
0.061224501579999924,633904
0.6521739959716797,347027
0.27179500460624695,2649
0.6331660151481628,558761
0.32911399006843567,595028
0.22429899871349335,76878
0.23622000217437744,541465
0.29559698700904846,115534
0.37272700667381287,162365
0.7608699798583984,150626
0.4625850021839142,512772
0.13669100403785706,274412
0.01970439963042736,122732
0.7447550296783447,387890
0.524590015411377,437449
0.7248319983482361,531862
0.046875,252194
0.09923660010099411,578380
0.06985290348529816,564294
0.5172410011291504,331202
0.30711400508880615,246948
0.068852499127388,185625
0.7662839889526367,677113
0.7789589762687683,484926
0.6355000138282776,662347
0.19262300431728363,642420
0.7016569972038269,607908
0.27979299426078796,491049
0.5899999737739563,599629
0.07500000298023224,451712
0.1893939971923828,615077
0.07349669933319092,574020
0.46186399459838867,33371
0.03333330154418945,473680
0.25445300340652466,28780
0.08653850108385086,321297
0.5040919780731201,612241
0.7432169914245605,374124
0.7077289819717407,528340
0.2246840000152588,29706
0.027272699400782585,1775
0.09714289754629135,477387
0.5874320268630981,16105
0.42222198843955994,379225
0.5736430287361145,50556
0.09230770170688629,295787
0.04255320131778717,151516
0.052980098873376846,41430
0.6818680167198181,222445
0.7093750238418579,462954
0.6028239727020264,655343
0.6065130233764648,601960
0.6936420202255249,150970
0.5416669845581055,220580
0.8032090067863464,437268
0.6580880284309387,652671
0.5966100096702576,383806
0.5477179884910583,152221
0.21069400012493134,183303
0.5827810168266296,652057
0.25316500663757324,404235
0.5248619914054871,708342
0.4574899971485138,33484
0.8236560225486755,59002
0.6057689785957336,218700
0.44318199157714844,251741
0.5555559992790222,607786
0.008474580012261868,172324
0.33948299288749695,642797
0.418300986289978,275282
0.3326849937438965,593043
0.059701498597860336,452696
0.4409799873828888,466782
0.34111300110816956,666006
0.6893100142478943,122609
0.12883399426937103,130835
0.6292139887809753,231869
0.7721289992332458,426062
0.42121800780296326,490868
0.3796989917755127,431060
0.7331809997558594,143609
0.6767680048942566,159256
0.03141359984874725,306047
0.6313560009002686,658469
0.04580150172114372,8323
0.8323349952697754,177916
